AGE,FITNESS_CLASS_NAME,GENDER,MARITAL_STATUS,PROFESSION,SIGN_UP_REASON
32.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
32.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
39.0,Zumba,F,Single,Professional,Build Muscle
41.0,Bodybuilding Bootcamp,F,Married,Sales,Build Muscle
26.0,Zumba,F,Single,Sales,Lose Weight
26.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
32.0,Yoga,M,Single,Professional,Build Muscle
27.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
27.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
34.0,Zumba,F,Married,Professional,Build Muscle
39.0,Zumba,F,Single,Retail,Lose Weight
39.0,Zumba,F,Single,Retail,Lose Weight
45.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
22.0,Zumba,F,Single,Professional,Lose Weight
23.0,Zumba,F,Single,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
26.0,Yoga,F,Single,Other,Tone
26.0,Yoga,F,Single,Other,Tone
26.0,Yoga,F,Single,Other,Tone
23.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
23.0,Bodybuilding Bootcamp,F,Married,Retail,Maintain
23.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
35.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
35.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
36.0,Zumba,F,Single,Other,Build Muscle
27.0,Zumba,F,Single,Sales,Build Muscle
35.0,Pilates,M,Married,Professional,Tone
35.0,Yoga,M,Married,Professional,Build Muscle
27.0,Zumba,F,Single,Retail,Lose Weight
25.0,Zumba,F,Single,Professional,Lose Weight
27.0,Yoga,M,Single,Professional,Tone
27.0,Yoga,M,Single,Professional,Tone
18.0,Zumba,F,Single,Other,Build Muscle
35.0,Yoga,M,Single,Other,Tone
35.0,Yoga,M,Single,Other,Build Muscle
35.0,Zumba,M,Single,Other,Maintain
35.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
27.0,Yoga,M,Single,Sales,Tone
43.0,Bodybuilding Bootcamp,M,Single,Executive,Lose Weight
43.0,Zumba,M,Single,Executive,Lose Weight
43.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
48.0,Yoga,F,Married,Other,Tone
33.0,Zumba,F,Single,Professional,Tone
45.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
45.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
45.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
45.0,Yoga,M,Married,Professional,Tone
45.0,Yoga,M,Married,Professional,Tone
42.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
42.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
20.0,Zumba,F,Single,Retail,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Yoga,M,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Maintain
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
46.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
46.0,Yoga,F,Married,Other,Tone
46.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
46.0,Yoga,F,Married,Other,Tone
33.0,Bodybuilding Bootcamp,M,Unspecified,Professional,Build Muscle
29.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Other,Lose Weight
17.0,Zumba,M,Single,Student,Lose Weight
31.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
52.0,Pilates,M,Married,Retired,Tone
23.0,Yoga,M,Single,Sales,Tone
44.0,Zumba,F,Unspecified,Hospitality,Build Muscle
44.0,Zumba,F,Unspecified,Hospitality,Lose Weight
49.0,Bodybuilding Bootcamp,F,Married,Hospitality,Lose Weight
49.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
49.0,Bodybuilding Bootcamp,F,Married,Hospitality,Lose Weight
27.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
33.0,Yoga,M,Married,Professional,Lose Weight
33.0,Pilates,M,Married,Professional,Maintain
28.0,Yoga,M,Single,Trades,Tone
28.0,Yoga,M,Single,Trades,Tone
41.0,Yoga,M,Single,Other,Tone
28.0,Bodybuilding Bootcamp,F,Single,Other,Tone
43.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
43.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Hospitality,Tone
34.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
25.0,Yoga,F,Married,Professional,Tone
25.0,Yoga,F,Married,Professional,Tone
37.0,Pilates,M,Unspecified,Sales,Tone
37.0,Bodybuilding Bootcamp,M,Unspecified,Sales,Build Muscle
51.0,Yoga,F,Married,Other,Tone
51.0,Pilates,F,Married,Other,Lose Weight
35.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
35.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
34.0,Zumba,F,Married,Professional,Lose Weight
36.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
32.0,Zumba,F,Single,Professional,Lose Weight
35.0,Zumba,F,Unspecified,Hospitality,Build Muscle
35.0,Zumba,F,Unspecified,Hospitality,Lose Weight
47.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
27.0,Yoga,F,Single,Other,Tone
44.0,Pilates,M,Married,Other,Tone
44.0,Spin Class,M,Married,Other,Lose Weight
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
33.0,Zumba,F,Married,Other,Lose Weight
30.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
30.0,Bodybuilding Bootcamp,M,Single,Executive,Maintain
24.0,Zumba,F,Single,Student,Maintain
24.0,Zumba,F,Single,Student,Tone
48.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
28.0,Zumba,F,Single,Other,Lose Weight
35.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Other,Lose Weight
49.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
59.0,Pilates,M,Married,Trades,Tone
59.0,Zumba,M,Married,Trades,Build Muscle
32.0,Zumba,F,Single,Professional,Lose Weight
26.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
26.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
21.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
21.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
46.0,Yoga,F,Married,Other,Tone
46.0,Yoga,F,Married,Other,Tone
46.0,Yoga,F,Married,Other,Tone
29.0,Bodybuilding Bootcamp,M,Unspecified,Sales,Build Muscle
29.0,Pilates,M,Unspecified,Sales,Tone
29.0,Bodybuilding Bootcamp,M,Unspecified,Sales,Build Muscle
56.0,Pilates,M,Married,Other,Tone
56.0,Pilates,M,Married,Other,Tone
40.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
22.0,Zumba,F,Single,Retail,Lose Weight
19.0,Zumba,F,Single,Student,Lose Weight
19.0,Zumba,F,Single,Student,Build Muscle
38.0,Zumba,M,Unspecified,Trades,Build Muscle
39.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
36.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
26.0,Yoga,M,Single,Trades,Tone
26.0,Yoga,M,Single,Trades,Tone
20.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
49.0,Yoga,M,Married,Professional,Tone
49.0,Yoga,M,Married,Professional,Tone
25.0,Yoga,M,Single,Sales,Tone
25.0,Yoga,M,Single,Sales,Tone
29.0,Zumba,F,Single,Professional,Build Muscle
22.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
22.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
25.0,Yoga,M,Single,Retail,Tone
26.0,Yoga,M,Single,Sales,Tone
19.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
19.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
26.0,Yoga,M,Single,Sales,Tone
26.0,Yoga,M,Single,Sales,Tone
54.0,Pilates,M,Married,Other,Tone
54.0,Pilates,M,Married,Other,Tone
54.0,Pilates,M,Married,Other,Tone
54.0,Pilates,M,Married,Other,Tone
33.0,Zumba,F,Single,Professional,Build Muscle
44.0,Bodybuilding Bootcamp,F,Unspecified,Hospitality,Build Muscle
44.0,Yoga,F,Married,Other,Tone
44.0,Yoga,F,Married,Other,Tone
44.0,Yoga,F,Married,Other,Tone
44.0,Yoga,F,Married,Other,Tone
45.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
45.0,Bodybuilding Bootcamp,F,Married,Hospitality,Tone
44.0,Bodybuilding Bootcamp,F,Married,Executive,Tone
44.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
26.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
26.0,Yoga,M,Single,Trades,Tone
26.0,Zumba,F,Single,Other,Build Muscle
27.0,Zumba,F,Single,Student,Lose Weight
34.0,Bodybuilding Bootcamp,M,Single,Other,Maintain
25.0,Yoga,M,Single,Other,Tone
27.0,Zumba,F,Single,Sales,Build Muscle
23.0,Zumba,F,Single,Retail,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Other,Maintain
27.0,Zumba,M,Married,Professional,Maintain
49.0,Yoga,F,Married,Other,Tone
23.0,Yoga,F,Single,Other,Tone
23.0,Yoga,F,Single,Other,Tone
44.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
44.0,Pilates,M,Married,Trades,Tone
44.0,Pilates,M,Married,Trades,Lose Weight
44.0,Pilates,M,Married,Trades,Tone
34.0,Yoga,F,Married,Professional,Tone
34.0,Zumba,F,Married,Professional,Tone
37.0,Zumba,M,Married,Other,Build Muscle
19.0,Zumba,F,Single,Student,Lose Weight
37.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
37.0,Spin Class,M,Married,Sales,Lose Weight
31.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
32.0,Zumba,M,Unspecified,Professional,Lose Weight
31.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
26.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
44.0,Yoga,M,Single,Other,Tone
44.0,Yoga,M,Single,Other,Tone
44.0,Yoga,F,Married,Other,Tone
21.0,Zumba,F,Single,Other,Maintain
37.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
42.0,Bodybuilding Bootcamp,F,Married,Sales,Build Muscle
35.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
35.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
21.0,Zumba,F,Single,Professional,Lose Weight
20.0,Yoga,M,Single,Student,Tone
20.0,Zumba,M,Single,Student,Lose Weight
20.0,Zumba,M,Single,Student,Lose Weight
30.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
25.0,Yoga,M,Single,Professional,Tone
25.0,Yoga,M,Single,Professional,Maintain
31.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
19.0,Bodybuilding Bootcamp,M,Single,Professional,Lose Weight
31.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
19.0,Yoga,M,Single,Other,Maintain
19.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
35.0,Zumba,F,Single,Professional,Tone
29.0,Bodybuilding Bootcamp,M,Single,Professional,Tone
29.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
25.0,Yoga,M,Single,Sales,Tone
25.0,Yoga,M,Single,Sales,Tone
25.0,Yoga,M,Single,Sales,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
39.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
39.0,Zumba,M,Single,Executive,Lose Weight
62.0,Yoga,F,Married,Other,Tone
44.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
47.0,Pilates,M,Unspecified,Other,Tone
47.0,Pilates,M,Unspecified,Other,Tone
47.0,Pilates,M,Unspecified,Other,Tone
37.0,Zumba,F,Single,Other,Lose Weight
29.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
63.0,Yoga,F,Married,Other,Tone
35.0,Yoga,M,Unspecified,Trades,Tone
35.0,Yoga,M,Unspecified,Trades,Tone
35.0,Zumba,M,Unspecified,Trades,Maintain
31.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
41.0,Bodybuilding Bootcamp,F,Unspecified,Sales,Maintain
46.0,Yoga,M,Married,Professional,Maintain
24.0,Yoga,F,Single,Other,Tone
24.0,Yoga,F,Single,Other,Tone
24.0,Yoga,F,Single,Other,Tone
24.0,Yoga,F,Single,Other,Tone
24.0,Zumba,F,Single,Other,Build Muscle
39.0,Zumba,M,Married,Other,Lose Weight
39.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
23.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
26.0,Yoga,M,Single,Trades,Build Muscle
26.0,Yoga,M,Single,Trades,Tone
26.0,Yoga,M,Single,Trades,Tone
26.0,Yoga,M,Single,Trades,Tone
25.0,Zumba,F,Single,Other,Lose Weight
20.0,Zumba,F,Single,Student,Build Muscle
24.0,Zumba,F,Single,Retail,Lose Weight
49.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
28.0,Zumba,F,Single,Professional,Lose Weight
44.0,Yoga,F,Married,Other,Lose Weight
36.0,Yoga,M,Single,Professional,Tone
36.0,Yoga,M,Single,Professional,Tone
39.0,Zumba,F,Single,Other,Lose Weight
38.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Sales,Maintain
38.0,Yoga,M,Married,Sales,Tone
38.0,Yoga,M,Married,Sales,Tone
57.0,Yoga,F,Married,Other,Tone
57.0,Yoga,F,Married,Other,Tone
57.0,Yoga,F,Married,Other,Tone
57.0,Yoga,F,Married,Other,Maintain
23.0,Zumba,F,Single,Sales,Build Muscle
36.0,Yoga,M,Single,Other,Tone
42.0,Bodybuilding Bootcamp,F,Married,Sales,Build Muscle
47.0,Zumba,F,Married,Other,Build Muscle
47.0,Yoga,F,Married,Other,Tone
43.0,Bodybuilding Bootcamp,M,Married,Sales,Tone
19.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
29.0,Zumba,F,Single,Professional,Maintain
26.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
26.0,Yoga,F,Single,Other,Tone
26.0,Spin Class,F,Single,Other,Lose Weight
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Other,Tone
28.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
25.0,Yoga,M,Single,Sales,Tone
41.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
32.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
45.0,Pilates,F,Unspecified,Hospitality,Tone
22.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
34.0,Yoga,M,Single,Professional,Tone
34.0,Yoga,M,Single,Professional,Tone
22.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
35.0,Bodybuilding Bootcamp,M,Unspecified,Trades,Maintain
35.0,Bodybuilding Bootcamp,M,Unspecified,Trades,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
42.0,Zumba,M,Married,Professional,Lose Weight
53.0,Pilates,M,Unspecified,Other,Tone
53.0,Pilates,M,Unspecified,Other,Tone
53.0,Pilates,M,Unspecified,Other,Tone
53.0,Pilates,M,Unspecified,Other,Tone
35.0,Bodybuilding Bootcamp,F,Married,Other,Lose Weight
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
44.0,Zumba,F,Unspecified,Hospitality,Lose Weight
31.0,Zumba,F,Single,Professional,Lose Weight
56.0,Yoga,M,Married,Professional,Maintain
56.0,Yoga,M,Married,Professional,Tone
56.0,Pilates,M,Married,Professional,Lose Weight
37.0,Bodybuilding Bootcamp,F,Married,Other,Tone
37.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
47.0,Bodybuilding Bootcamp,F,Married,Executive,Maintain
19.0,Zumba,M,Single,Student,Build Muscle
19.0,Zumba,M,Single,Student,Build Muscle
29.0,Zumba,F,Single,Professional,Lose Weight
57.0,Pilates,M,Married,Trades,Tone
46.0,Yoga,F,Married,Other,Tone
20.0,Zumba,F,Single,Professional,Lose Weight
20.0,Zumba,F,Single,Professional,Lose Weight
30.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
27.0,Yoga,M,Single,Trades,Tone
27.0,Yoga,M,Single,Trades,Tone
20.0,Zumba,F,Single,Retail,Build Muscle
36.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
29.0,Yoga,F,Unspecified,Other,Tone
29.0,Yoga,F,Unspecified,Other,Tone
34.0,Zumba,F,Married,Executive,Lose Weight
40.0,Bodybuilding Bootcamp,F,Married,Other,Maintain
40.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
28.0,Yoga,M,Single,Retail,Tone
28.0,Yoga,M,Single,Retail,Tone
25.0,Zumba,M,Single,Student,Build Muscle
32.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Other,Maintain
53.0,Pilates,M,Married,Other,Tone
53.0,Pilates,M,Married,Other,Tone
46.0,Pilates,M,Unspecified,Other,Tone
46.0,Pilates,M,Unspecified,Other,Tone
58.0,Pilates,M,Married,Other,Tone
58.0,Pilates,M,Married,Other,Tone
40.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
32.0,Zumba,M,Unspecified,Professional,Tone
26.0,Zumba,F,Single,Professional,Lose Weight
26.0,Zumba,F,Single,Professional,Lose Weight
20.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
20.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
37.0,Zumba,F,Single,Retail,Build Muscle
46.0,Pilates,M,Married,Retired,Tone
46.0,Pilates,M,Married,Retired,Tone
46.0,Pilates,M,Married,Retired,Tone
40.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Other,Maintain
43.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
35.0,Bodybuilding Bootcamp,F,Single,Retail,Build Muscle
35.0,Bodybuilding Bootcamp,F,Single,Retail,Build Muscle
35.0,Bodybuilding Bootcamp,F,Single,Retail,Build Muscle
35.0,Bodybuilding Bootcamp,F,Single,Retail,Build Muscle
48.0,Bodybuilding Bootcamp,M,Unspecified,Trades,Build Muscle
52.0,Pilates,M,Married,Other,Tone
52.0,Pilates,M,Married,Other,Build Muscle
52.0,Pilates,M,Married,Other,Tone
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
45.0,Yoga,F,Married,Other,Tone
20.0,Bodybuilding Bootcamp,F,Married,Retail,Tone
26.0,Yoga,F,Married,Other,Tone
25.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Student,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Student,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Student,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Student,Build Muscle
54.0,Yoga,M,Unspecified,Other,Tone
54.0,Bodybuilding Bootcamp,M,Unspecified,Other,Lose Weight
28.0,Zumba,F,Single,Retail,Lose Weight
19.0,Yoga,M,Single,Other,Tone
19.0,Yoga,M,Single,Other,Tone
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Hospitality,Tone
44.0,Pilates,M,Married,Other,Tone
40.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
40.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
40.0,Yoga,F,Married,Executive,Tone
40.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
36.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Professional,Lose Weight
40.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
40.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
24.0,Bodybuilding Bootcamp,M,Unspecified,Other,Build Muscle
24.0,Bodybuilding Bootcamp,M,Unspecified,Other,Build Muscle
24.0,Bodybuilding Bootcamp,M,Unspecified,Other,Tone
24.0,Bodybuilding Bootcamp,M,Unspecified,Other,Build Muscle
24.0,Bodybuilding Bootcamp,M,Unspecified,Other,Build Muscle
37.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
20.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
20.0,Spin Class,F,Single,Other,Lose Weight
40.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Executive,Tone
26.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
26.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
47.0,Bodybuilding Bootcamp,F,Unspecified,Hospitality,Build Muscle
55.0,Pilates,M,Married,Trades,Tone
44.0,Yoga,M,Single,Other,Tone
44.0,Yoga,M,Single,Other,Tone
44.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
35.0,Bodybuilding Bootcamp,M,Married,Sales,Tone
35.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
42.0,Yoga,M,Married,Professional,Maintain
42.0,Yoga,M,Married,Professional,Maintain
28.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Other,Maintain
28.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
37.0,Zumba,F,Married,Professional,Lose Weight
37.0,Zumba,F,Married,Professional,Build Muscle
37.0,Zumba,F,Married,Professional,Lose Weight
24.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Professional,Lose Weight
34.0,Zumba,F,Single,Other,Lose Weight
28.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
43.0,Bodybuilding Bootcamp,M,Married,Sales,Lose Weight
25.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
20.0,Zumba,F,Single,Retail,Lose Weight
38.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
38.0,Yoga,M,Married,Sales,Tone
